distance;e_elst;e_exch;e_ind;e_disp;e_tot
1.434731;-56.49258227;168.67870468;-49.83369832;-71.62667835;-9.27425427
1.634731;-37.07265511;97.91337544;-38.49665238;-54.47252175;-32.1284538
1.834731;-25.95625919;55.54423433;-30.23233943;-41.74592773;-42.39029202
2.034731;-19.70181981;30.85164071;-24.26323455;-32.25752046;-45.3709341
2.234731;-16.18138689;16.81695051;-19.92040283;-25.15110139;-44.4359406
2.434731;-14.15664397;9.01893257;-16.69373562;-19.79741946;-41.62886648
2.634731;-12.94317065;4.77010428;-14.23065798;-15.72809849;-38.13182284
2.834731;-12.16705142;2.491858;-12.29778637;-12.61415801;-34.58713781
3.034731;-11.62951451;1.28610766;-10.74310195;-10.21068925;-31.29719804
3.234731;-11.22323773;0.65503696;-9.46603993;-8.33997676;-28.37421745
3.434731;-10.89081121;0.32850562;-8.39898831;-6.8690581;-25.830352
3.634731;-10.59416285;0.16170888;-7.49418117;-5.70380484;-23.63043998
3.834731;-10.31264019;0.07791666;-6.71781329;-4.77283368;-21.7253705
4.034731;-10.03559439;0.03671126;-6.04536354;-4.02272234;-20.06696901
4.234731;-9.75877621;0.01694791;-5.45861649;-3.41329051;-18.6137353
4.434731;-9.48165809;0.00769584;-4.94361774;-2.9141616;-17.33174158
4.634731;-9.20544638;0.00343086;-4.48936523;-2.50223078;-16.19361152
4.834731;-8.93176229;0.00145984;-4.08697574;-2.15979953;-15.17707772
5.034731;-8.66199725;0.00052876;-3.72914446;-1.8732057;-14.26381864
5.234731;-8.39709387;7.919e-05;-3.40983669;-1.63181981;-13.43867119
5.434731;-8.13762274;-0.00013279;-3.12399147;-1.42730591;-12.68905291
5.634731;-7.88393115;-0.00021815;-2.86736668;-1.2530784;-12.00459438
5.834731;-7.63625454;-0.00023379;-2.63638027;-1.10389649;-11.37676509
6.034731;-7.39476014;-0.0002132;-2.42797083;-0.97555983;-10.798504
6.234731;-7.15960669;-0.00017736;-2.23952061;-0.86467838;-10.26398304
6.434731;-6.93087596;-0.00013885;-2.06877785;-0.76849694;-9.7682896
6.634731;-6.70862331;-0.0001043;-1.91377172;-0.684761;-9.30726034
6.834731;-6.49283254;-7.631e-05;-1.77279941;-0.61161338;-8.87732164
7.034731;-6.27624828;-5.865e-05;-1.64434904;-0.54749874;-8.46815471
7.234731;-6.07552637;-4.867e-05;-1.5271478;-0.49117005;-8.09389289
7.434731;-5.88123199;-4.084e-05;-1.42003757;-0.44153419;-7.74284459
7.634731;-5.69321959;-3.43e-05;-1.32199205;-0.39768391;-7.41292985
7.834731;-5.51133828;-2.857e-05;-1.23212285;-0.35885114;-7.10234085
8.034731;-5.33543738;-2.344e-05;-1.14962424;-0.32438302;-6.80946808
